Cusip,State,Description,Coupon,Maturity Date,Next Call Date,Moody's Rating,S&P Rating,Price Bid,Price Ask,Yield Bid,Ask Yield to Worst,Ask Yield to Maturity,Quantity Bid(min),Quantity Ask(min),Attributes
="94106LBS7","N/A","WASTE MGMT INC DEL  NOTE CALL MAKE WHOLE4.15000% 04/15/2032","4.150","04/15/2032","01/15/2032","BAA1","A-","102.699","103.050","3.807","3.764","3.771","167(2)","63(10)",IE SFP D 
="22160KAQ8","N/A","COSTCO WHOLESALE    CORPORATION NOTE    1.75000% 04/20/2032 CALL MAKE","1.750","04/20/2032","01/20/2032","AA3","A+","87.036","87.069","3.323","3.318","3.318","50(15)","2,000(10)",IE SFP D 
="872898AH4","N/A","TSMC ARIZ CORP      NOTE CALL MAKE WHOLE4.25000% 04/22/2032","4.250","04/22/2032","01/22/2032","AA3","AA-"," 100.928","101.882","4.130","4.009","4.014","200(200)","200(200)",IE SFP 
="25243YBE8","N/A","DIAGEO CAP PLC      NOTE CALL MAKE WHOLE2.12500% 04/29/2032","2.125","04/29/2032","01/29/2032","A3","A-","88.044","88.630","3.591","3.514","3.514","300(200)","250(250)",IE SFP D 
="17252MAQ3","N/A","CINTAS CORP NO 2    NOTE CALL MAKE WHOLE4.00000% 05/01/2032","4.000","05/01/2032","02/01/2032","A3","A-","103.094","103.582","3.612","3.552","3.561","100(10)","8(2)",IE SFP D 
="68233DAT4","N/A","ONCOR ELEC DELIVERY CO LLC NOTE         7.00000% 05/01/2032 CALL MAKE WHOLE","7.000","05/01/2032","N/A","A2","A+","125.628","125.954","3.823","3.788","3.788","100(5)","200(15)",IE SFP D 
="78016FZQ0","N/A","ROYAL BK CDA        SER I MTN           3.87500% 05/04/2032 CALL MAKE WHOLE","3.875","05/04/2032","N/A","A1","A","98.372","98.925","4.078","4.008","4.008","500(2)","500(2)",IE SFP D 
="03076CAL0","N/A","AMERIPRISE FINL INC NOTE CALL MAKE WHOLE4.50000% 05/13/2032","4.500","05/13/2032","02/13/2032","A3","A-","102.079","103.138","4.232","4.099","4.106","500(250)","100(10)",IE SFP D 
="00108WAP5","N/A","AEP TEX INC         SER K NOTE          4.70000% 05/15/2032 CALL MAKE WHOLE","4.700","05/15/2032","02/15/2032","BAA2","A-","103.225","103.954","4.284","4.192","4.202","100(10)","500(9)",IE SFP D 
="036752AT0","N/A","ELEVANCE HEALTH INC NOTE CALL MAKE WHOLE4.10000% 05/15/2032","4.100","05/15/2032","02/15/2032","BAA2","A","101.354","101.587","3.928","3.899","3.902","2,000(10)","50(10)",IE SFP D 
="38143C5Y3","N/A","GOLDMAN SACHS GROUP INC SER D MTN       3.50000% 05/15/2032","3.500","05/15/2032","--","A2","BBB+","86.716","92.221","5.239","4.484","4.484","100(1)","35(10)",IE CP SFP D 
="854502AQ4","N/A","STANLEY BLACK &DECKER INC NOTE    3.00000% 05/15/2032 CALL MAKE WHOLE","3.000","05/15/2032","02/15/2032","BAA1","A","92.390","92.965","3.945","3.870","3.870","500(10)","369(10)",IE SFP D 
="898813AU4","N/A","TUCSON ELEC PWR CO  NOTE CALL MAKE WHOLE3.25000% 05/15/2032","3.250","05/15/2032","02/15/2032","A3","A-","93.857","94.049","4.015","3.990","3.990","200(2)","13(13)",IE SFP D 
="91324PEJ7","N/A","UNITEDHEALTH GROUP  INC NOTE            4.20000% 05/15/2032 CALL MAKE WHOLE","4.200","05/15/2032","02/15/2032","A3","A+","104.774","104.969","3.604","3.580","3.592","2,000(10)","500(10)",IE SFP D 
="94106LAN9","N/A","WASTE MGMT INC DEL  NOTE CALL MAKE WHOLE7.75000% 05/15/2032","7.750","05/15/2032","N/A","BAA1","A-","128.487","132.197","4.172","3.780","3.780","100(100)","140(100)",IE SFP D 
="17290A4A5","N/A","CITIGROUP INC       SER G MTN           5.00000% 05/18/2032","5.000","05/18/2032","05/18/2024","A3","BBB+","97.080","104.445","5.387","2.443","4.434","25(10)","4(4)",IE SFP D 
="747525BP7","N/A","QUALCOMM INC        SER B NOTE          1.65000% 05/20/2032 CALL MAKE WHOLE","1.650","05/20/2032","02/20/2032","A2","A","85.190","85.450","3.444","3.410","3.410","100(10)","500(2)",IE SFP D 
="747525BQ5","N/A","QUALCOMM INC        NOTE CALL MAKE WHOLE4.25000% 05/20/2032","4.250","05/20/2032","02/20/2032","A2","A","106.205","106.700","3.480","3.421","3.438","500(2)","500(2)",IE SFP D 
="22553PXJ3","N/A","CREDIT SUISSE AG    LONDON BRANCH MTN   5.00000% 05/31/2032","5.000","05/31/2032","11/30/2023","A2","--","95.902","101.090","5.544","4.140","4.860","100(10)","5(5)",IE SFP 
="007903BF3","N/A","ADVANCED MICRO      DEVICES INC NOTE    3.92400% 06/01/2032 CALL MAKE WHOLE","3.924","06/01/2032","03/01/2032","A3","A-","102.244","102.277","3.644","3.640","3.646","250(10)","500(9)",IE SFP D 
="03040WBA2","N/A","AMERICAN WTR CAP    CORP NOTE           4.45000% 06/01/2032 CALL MAKE WHOLE","4.450","06/01/2032","03/01/2032","BAA1","A","104.051","104.187","3.937","3.921","3.931","100(10)","100(1)",IE SFP D 
="70450YAL7","N/A","PAYPAL HLDGS INC    NOTE CALL MAKE WHOLE4.40000% 06/01/2032","4.400","06/01/2032","03/01/2032","A3","A-","103.347","103.786","3.976","3.922","3.931","500(10)","100(5)",IE SFP D 
="744448CW9","N/A","PUBLIC SERVICE CO   COLO SER 38 BOND    4.10000% 06/01/2032 CALL MAKE WHOLE","4.100","06/01/2032","12/01/2031","A1","A","103.916","104.052","3.601","3.584","3.606","100(2)","200(2)",IE SFP D 
="24422EWH8","N/A","DEERE JOHN CAPITAL  CORP MTN            3.90000% 06/07/2032","3.900","06/07/2032","--","A2","A","104.005","104.017","3.417","3.416","3.416","100(10)","50(9)",IE CP SFP D 
="38150AN35","N/A","GOLDMAN SACHS GROUP INC SER F MTN       4.60000% 06/07/2032","4.600","06/07/2032","06/07/2023","A2","BBB+","91.910","100.076","5.684","4.500","4.590","100(10)","277(1)",IE SFP 
="29364WBH0","N/A","ENTERGY LA LLC      BOND CALL MAKE WHOLE2.35000% 06/15/2032","2.350","06/15/2032","03/15/2032","A2","A","87.621","87.827","3.872","3.844","3.844","100(10)","250(1)",IE SFP D 
="37959EAB8","N/A","GLOBE LIFE INC      NOTE CALL MAKE WHOLE4.80000% 06/15/2032","4.800","06/15/2032","03/15/2032","BAA1","A","100.965","102.050","4.673","4.534","4.538","100(10)","100(10)",IE SFP D 
="38141E2G3","N/A","GOLDMAN SACHS GROUP INC MTN             5.50000% 06/15/2032","5.500","06/15/2032","--","A2","BBB+","103.630","108.731","5.032","4.407","4.407","50(1)","18(18)",IE CP SFP D SO 
="539830BR9","N/A","LOCKHEED MARTIN CORPNOTE CALL MAKE WHOLE3.90000% 06/15/2032","3.900","06/15/2032","03/15/2032","A3","A-","103.687","104.076","3.446","3.399","3.410","250(2)","500(2)",IE SFP D 
="15189WAP5","N/A","CENTERPOINT ENERGY  RES CORP NOTE       4.40000% 07/01/2032 CALL MAKE WHOLE","4.400","07/01/2032","04/01/2032","A3","BBB+","103.537","103.658","3.955","3.940","3.949","200(2)","250(2)",IE SFP D 
="468223AU6","N/A","JACKSON LABORATORY  SER 2021 BOND       2.69200% 07/01/2032 CALL MAKE WHOLE","2.692","07/01/2032","N/A","A1","--","81.572","90.272","5.082","3.884","3.884","100(5)","45(10)",SFP 
="22541LAE3","N/A","CREDIT SUISSE USA   INC NOTE            7.12500% 07/15/2032 CALL MAKE WHOLE","7.125","07/15/2032","N/A","A2","A","114.675","115.393","5.215","5.129","5.129","143(1)","200(10)",IE SFP D 
="482480AL4","N/A","KLA CORP            NOTE CALL MAKE WHOLE4.65000% 07/15/2032","4.650","07/15/2032","04/15/2032","A2","A-","107.208","107.626","3.756","3.706","3.725","500(2)","100(2)",IE SFP D 
="882389CC1","N/A","TEXAS EASTN         TRANSMISSION LP NOTE7.00000% 07/15/2032 CALL MAKE WHOLE","7.000","07/15/2032","N/A","A3","BBB+","116.974","118.115","4.830","4.699","4.699","1,000(100)","250(1)",IE SFP D 
="713448FM5","N/A","PEPSICO INC         NOTE CALL MAKE WHOLE3.90000% 07/18/2032","3.900","07/18/2032","04/18/2032","A1","A+","103.591","103.835","3.461","3.432","3.442","100(10)","325(15)",IE SFP D 
="17290AGN4","N/A","CITIGROUP INC       SER G MTN           5.25000% 07/20/2032","5.250","07/20/2032","10/20/2025","A3","BBB+","97.487","102.500","5.582","4.408","4.929","100(10)","92(10)",IE SFP 
="459200KU4","N/A","INTERNATIONAL       BUSINESS MACHS NOTE 4.40000% 07/27/2032 CALL MAKE WHOLE","4.400","07/27/2032","04/27/2032","A3","A-","102.747","103.345","4.056","3.982","3.990","500(100)","250(100)",IE SFP D 
="17290AGQ7","N/A","CITIGROUP INC       SER G MTN           5.25000% 07/29/2032","5.250","07/29/2032","07/29/2024","A3","BBB+","97.000","100.936","5.647","4.750","5.129","100(10)","1,010(1)",IE SFP 
="22553QDK0","N/A","CREDIT SUISSE AG    LONDON BRANCH MTN   5.30000% 07/29/2032","5.300","07/29/2032","07/29/2023","A2","--","97.000","100.531","5.696","4.745","5.231","100(10)","479(1)",IE SFP 
="037735DA2","N/A","APPALACHIAN PWR CO  SER BB NOTE         4.50000% 08/01/2032 CALL MAKE WHOLE","4.500","08/01/2032","05/01/2032","BAA1","A-","101.087","104.424","4.362","3.949","3.960","100(2)","225(2)",IE SFP D 
="291011AQ7","N/A","EMERSON ELEC CO     NOTE CALL MAKE WHOLE6.00000% 08/15/2032","6.000","08/15/2032","N/A","A2","A","115.286","117.626","4.124","3.863","3.863","100(5)","3(3)",IE SFP D 
="17298CJY5","N/A","CITIGROUP INC       SER G MTN           2.00000% 08/18/2032","2.000","08/18/2032","08/18/2023","A3","BBB+","72.674","79.563","5.594","4.560","4.560","147(10)","182(5)",IE SFP D 
="191241AJ7","N/A","COCA-COLA FEMSA SAB DE CV NOTE          1.85000% 09/01/2032 CALL MAKE WHOLE     ISIN #US191241AJ70","1.850","09/01/2032","06/01/2032","A3","--","81.796","82.714","4.071","3.946","3.946","500(150)","150(150)",IE SFP D 
="45866FAN4","N/A","INTERCONTINENTAL    EXCHANGE INC NOTE   1.85000% 09/15/2032 CALL MAKE WHOLE","1.850","09/15/2032","06/15/2032","A3","A-","82.653","82.829","3.947","3.923","3.923","100(10)","250(2)",IE SFP D 
="039483AT9","N/A","ARCHER DANIELS      MIDLAND CO BOND     5.93500% 10/01/2032 CALL MAKE WHOLE","5.935","10/01/2032","N/A","A2","A","116.963","117.520","3.896","3.836","3.836","50(5)","224(1)",IE SFP D 
="1730T32B8","N/A","CITIGROUP INC       SER G MTN           3.00000% 10/15/2032","3.000","10/15/2032","--","A3","--","84.849","91.456","4.905","4.030","4.030","50(10)","65(10)",IE CP SFP D SO 
="250847DU1","N/A","DTE ENERGY CO       NOTE CALL MAKE WHOLE6.35000% 10/15/2032","6.350","10/15/2032","N/A","AA3","A","117.492","118.130","4.220","4.150","4.150","100(5)","250(1)",IE SFP D 
="264399ED4","N/A","DUKE ENERGY         CAROLINAS LLC NOTE  6.45000% 10/15/2032 CALL MAKE WHOLE","6.450","10/15/2032","N/A","A2","BBB+","115.742","116.948","4.506","4.371","4.371","100(5)","250(1)",IE SFP D 
="637432MS1","N/A","NATIONAL RURAL UTILSCOOP FIN BOND       4.02300% 11/01/2032 CALL MAKE WHOLE","4.023","11/01/2032","05/01/2032","A1","A-","100.370","103.443","3.976","3.600","3.617","100(5)","100(5)",IE SFP D 
="87612EAK2","N/A","TARGET CORP         BOND CALL MAKE WHOLE6.35000% 11/01/2032","6.350","11/01/2032","N/A","A2","A","122.037","125.521","3.739","3.380","3.380","100(5)","39(2)",IE SFP D 
="278062AD6","N/A","EATON CORP OHIO     NOTE CALL MAKE WHOLE4.00000% 11/02/2032","4.000","11/02/2032","N/A","BAA1","A-","101.483","101.824","3.823","3.783","3.783","100(5)","133(2)",IE SFP D 
="38141EJ67","N/A","GOLDMAN SACHS GROUP INC MTN             4.30000% 11/15/2032","4.300","11/15/2032","--","A2","BBB+","94.150","99.015","5.030","4.419","4.419","100(1)","1(1)",IE CP SFP D SO 
="904764AH0","N/A","UNILEVER CAP CORP   NOTE CALL MAKE WHOLE5.90000% 11/15/2032 ISIN #US904764AH00  SEDOL #7518926","5.900","11/15/2032","N/A","A1","A+","119.820","120.247","3.578","3.533","3.533","100(5)","130(1)",IE SFP D 
="459200BB6","N/A","INTERNATIONAL       BUSINESS MACHS BOND 5.87500% 11/29/2032 CALL MAKE WHOLE","5.875","11/29/2032","N/A","A3","A-","114.414","114.872","4.143","4.093","4.093","130(1)","200(10)",IE SFP D 
="63548MAA6","N/A","NATIONAL CMNTY      RENAISSANCE CAL     3.27000% 12/01/2032 SER 2022 BOND       CALL MAKE WHOLE","3.270","12/01/2032","06/01/2032","--","A+","N/A","89.500","N/A","4.556","4.556","N/A(N/A)","190(5)",IE SFP 
="743315AL7","N/A","PROGRESSIVE CORP    NOTE CALL MAKE WHOLE6.25000% 12/01/2032","6.250","12/01/2032","N/A","A2","A","119.627","119.923","3.919","3.888","3.888","195(1)","100(10)",IE SFP D 
="020002AP6","N/A","ALLSTATE CORP       NOTE CALL MAKE WHOLE6.12500% 12/15/2032","6.125","12/15/2032","N/A","A3","A-","112.820","115.524","4.558","4.256","4.256","50(5)","150(5)",IE SFP D 
="458140AN0","N/A","INTEL CORP          NOTE CALL MAKE WHOLE4.00000% 12/15/2032","4.000","12/15/2032","N/A","A1","A+","102.026","102.955","3.762","3.654","3.654","100(10)","100(5)",IE SFP D 
="59156RAE8","N/A","METLIFE INC         NOTE CALL MAKE WHOLE6.50000% 12/15/2032 ISIN #US59156RAE80  SEDOL #2166450","6.500","12/15/2032","N/A","A3","A-","119.835","120.263","4.128","4.082","4.082","116(1)","100(1)",IE SFP D 
="74432AZA1","N/A","PRUDENTIAL FINL INC MTN                 3.75000% 12/15/2032","3.750","12/15/2032","12/15/2022","A3","A","93.980","100.621","4.482","2.021","3.677","100(1)","7(7)",IE SFP D SO 
="756109BL7","N/A","REALTY INCOME CORP  NOTE CALL MAKE WHOLE2.85000% 12/15/2032","2.850","12/15/2032","09/15/2032","A3","A-","90.509","91.037","3.976","3.910","3.910","2,000(2)","250(2)",IE SFP D 
="06747Q3D7","N/A","BARCLAYS BANK PLC   SER A MTN           2.50000% 12/29/2032","2.500","12/29/2032","12/29/2022","A1","A","79.333","86.920","5.082","4.053","4.053","1(1)","48(5)",IE SFP 
="20030NBH3","N/A","COMCAST CORP NEW    NOTE CALL MAKE WHOLE 4.25000% 01/15/2033","4.250","01/15/2033","N/A","A3","A-","102.485","102.747","3.957","3.927","3.927","250(10)","500(250)",IE SFP D 
="837004BW9","N/A","DOMINION ENERGY     SOUTH CAROLINA BOND 5.80000% 01/15/2033 CALL MAKE WHOLE","5.800","01/15/2033","N/A","A3","A","110.413","115.843","4.537","3.935","3.935","100(5)","100(5)",IE SFP D 
="68233DAP2","N/A","ONCOR ELEC DELIVERY CO LLC NOTE         7.25000% 01/15/2033 CALL MAKE WHOLE","7.250","01/15/2033","N/A","A2","A+","129.062","129.072","3.845","3.844","3.844","100(5)","150(10)",IE SFP D 
="202795HG8","N/A","COMMONWEALTH EDISON CO BOND             5.87500% 02/01/2033 CALL MAKE WHOLE","5.875","02/01/2033","N/A","A1","A","114.008","114.833","4.210","4.119","4.119","1,000(100)","5(5)",IE SFP D 
="341081EP8","N/A","FLORIDA PWR &LT CO  BOND CALL MAKE WHOLE5.85000% 02/01/2033","5.850","02/01/2033","N/A","AA2","A+","115.361","117.281","4.039","3.834","3.834","100(5)","825(10)",IE SFP D 
="0010EPAF5","N/A","AEP TEX CENT CO     NOTE CALL MAKE WHOLE6.65000% 02/15/2033","6.650","02/15/2033","N/A","BAA2","A-","116.603","122.188","4.639","4.042","4.042","100(5)","100(5)",IE SFP D 
="010392EC8","N/A","ALABAMA PWR CO      NOTE CALL MAKE WHOLE5.70000% 02/15/2033","5.700","02/15/2033","N/A","A1","A-","113.485","115.871","4.109","3.852","3.852","100(5)","100(5)",IE SFP D 
="38141GCU6","N/A","GOLDMAN SACHS GROUP INC NOTE            6.12500% 02/15/2033 CALL MAKE WHOLE","6.125","02/15/2033","N/A","A2","BBB+","113.995","114.780","4.446","4.360","4.360","500(250)","200(1)",IE SFP D 
="677415CF6","N/A","OHIO PWR CO         NOTE CALL MAKE WHOLE6.60000% 02/15/2033","6.600","02/15/2033","N/A","A3","A-","118.775","123.368","4.358","3.876","3.876","100(5)","100(5)",IE SFP D 
="341099CB3","N/A","DUKE ENERGY FLA LLC BOND CALL MAKE WHOLE5.90000% 03/01/2033","5.900","03/01/2033","N/A","A1","A","114.136","116.422","4.228","3.982","3.982","100(5)","10(1)",IE SFP D 
="199575AT8","N/A","OHIO PWR CO         NOTE CALL MAKE WHOLE6.60000% 03/01/2033","6.600","03/01/2033","N/A","A3","A-","120.529","125.219","4.178","3.697","3.697","100(5)","100(5)",IE SFP D 
="010392EE4","N/A","ALABAMA PWR CO      NOTE CALL MAKE WHOLE5.60000% 03/15/2033","5.600","03/15/2033","N/A","A1","A-","111.160","117.501","4.280","3.601","3.601","100(5)","4(4)",IE SFP D 
="15189XAD0","N/A","CENTERPOINT ENERGY  HOUSTON ELE BOND    6.95000% 03/15/2033 CALL MAKE WHOLE","6.950","03/15/2033","N/A","A2","A","124.467","125.804","4.085","3.950","3.950","100(5)","100(1)",IE SFP D 
="20030NAC5","N/A","COMCAST CORP NEW    NOTE CALL MAKE WHOLE7.05000% 03/15/2033","7.050","03/15/2033","N/A","A3","A-","124.123","124.411","4.208","4.178","4.178","250(10)","250(15)",IE SFP D 
="254687DV5","N/A","DISNEY WALT CO      NOTE                6.55000% 03/15/2033","6.550","03/15/2033","--","A2","BBB+","120.593","121.182","4.133","4.072","4.072","250(5)","33(2)",IE CP SFP D 
="29364WBA5","N/A","ENTERGY LA LLC      BOND CALL MAKE WHOLE4.00000% 03/15/2033","4.000","03/15/2033","12/15/2032","A2","A","100.026","100.112","3.997","3.987","3.987","250(10)","225(1)",IE SFP D 
="45866FAW4","N/A","INTERCONTINENTAL    EXCHANGE INC NOTE   4.60000% 03/15/2033 CALL MAKE WHOLE","4.600","03/15/2033","12/15/2032","A3","A-","103.620","103.926","4.167","4.131","4.139","250(2)","75(2)",IE SFP D 
="594457BT9","N/A","MICHIGAN CONS GAS CONOTE CALL MAKE WHOLE5.70000% 03/15/2033","5.700","03/15/2033","N/A","A1","A","111.120","113.374","4.378","4.130","4.130","100(5)","20(1)",IE SFP D 
="756109BA1","N/A","REALTY INCOME CORP  NOTE CALL MAKE WHOLE1.80000% 03/15/2033","1.800","03/15/2033","12/15/2032","A3","A-","79.770","80.269","4.179","4.113","4.113","250(10)","250(5)",IE SFP D 
="89420GAE9","N/A","TRAVELERS PPTY CAS  CORP NOTE           6.37500% 03/15/2033 CALL MAKE WHOLE","6.375","03/15/2033","N/A","A2","A","122.292","123.021","3.802","3.728","3.728","150(10)","15(15)",IE SFP D 
="451380BC2","N/A","IDAHO PWR CO        BOND CALL MAKE WHOLE5.50000% 04/01/2033","5.500","04/01/2033","N/A","A2","A-","108.992","115.399","4.432","3.735","3.735","100(5)","25(5)",IE SFP 
="037735BZ9","N/A","APPALACHIAN PWR CO  NOTE CALL MAKE WHOLE5.95000% 05/15/2033","5.950","05/15/2033","N/A","BAA1","A-","110.479","112.093","4.699","4.520","4.520","100(5)","29(5)",IE SFP D 
="040555CF9","N/A","ARIZONA PUB SVC CO  NOTE CALL MAKE WHOLE5.62500% 05/15/2033","5.625","05/15/2033","N/A","A3","BBB+","106.018","109.327","4.899","4.521","4.521","100(5)","25(5)",IE SFP D 
="837004BX7","N/A","DOMINION ENERGY     SOUTH CAROLINA BOND 5.30000% 05/15/2033 CALL MAKE WHOLE","5.300","05/15/2033","N/A","A3","A","112.185","113.097","3.904","3.807","3.807","100(5)","45(5)",IE SFP D 
="38143CCK5","N/A","GOLDMAN SACHS GROUP INC MTN             4.00000% 05/15/2033","4.000","05/15/2033","--","A2","BBB+","92.237","94.274","4.930","4.677","4.677","100(1)","5(1)",IE CP SFP D SO 
="478160AL8","N/A","JOHNSON &JOHNSON    BOND                4.95000% 05/15/2033","4.950","05/15/2033","N/A","AAA","AAA","113.904","114.475","3.398","3.340","3.340","50(10)","100(5)",IE SFP D 
="976656BW7","N/A","WISCONSIN ELEC PWR  CO BOND             5.62500% 05/15/2033 CALL MAKE WHOLE","5.625","05/15/2033","N/A","A2","A-","112.782","116.571","4.142","3.742","3.742","1,000(100)","100(5)",IE SFP D 
="020002AQ4","N/A","ALLSTATE CORP       NOTE CALL MAKE WHOLE5.35000% 06/01/2033","5.350","06/01/2033","N/A","A3","A-","110.694","111.387","4.115","4.040","4.040","250(5)","200(1)",IE SFP D 
="907818CS5","N/A","UNION PAC CORP      BOND CALL MAKE WHOLE5.37500% 06/01/2033","5.375","06/01/2033","N/A","A3","A-","107.944","110.327","4.442","4.179","4.179","100(10)","56(5)",IE SFP D 
="209111ED1","N/A","CONSOLIDATED EDISON CO N Y INC BOND     5.10000% 06/15/2033 CALL MAKE WHOLE","5.100","06/15/2033","N/A","BAA1","A-","102.663","106.705","4.782","4.320","4.320","1,000(100)","2(2)",IE SFP D 
="69335GAA3","N/A","PECO ENERGY CAP TR  IV BOND             5.75000% 06/15/2033 CALL MAKE WHOLE","5.750","06/15/2033","N/A","A3","BBB-","100.149","104.215","5.730","5.235","5.235","100(5)","73(5)",IE SFP D 
="95001DAM2","N/A","WELLS FARGO &CO     SER T MTN           2.50000% 06/30/2033","2.500","06/30/2033","06/30/2024","A1","BBB+","N/A","89.733","N/A","3.642","3.642","N/A(N/A)","7(7)",IE SFP 
="168863DT2","N/A","CHILE REP           NOTE                2.55000% 07/27/2033","2.550","07/27/2033","04/27/2033","A1","A","85.171","86.428","4.254","4.097","4.097","200(200)","250(200)",IE SFP D 
="48128GU65","N/A","JPMORGAN CHASE &CO  SER SERIES E MTN    2.00000% 07/31/2033","2.000","07/31/2033","07/31/2025","A2","A-","N/A","79.937","N/A","4.310","4.312","N/A(N/A)","122(10)",SFP 
="571748AK8","N/A","MARSH &MCLENNAN COS INC NOTE            5.87500% 08/01/2033","5.875","08/01/2033","--","BAA1","A-","113.165","114.294","4.355","4.235","4.235","150(15)","175(10)",IE CP SFP D 
="341081ER4","N/A","FLORIDA PWR &LT CO  BOND CALL MAKE WHOLE5.95000% 10/01/2033","5.950","10/01/2033","N/A","AA2","A+","117.247","119.941","4.016","3.746","3.746","100(5)","100(5)",IE SFP D 
="845743BJ1","N/A","SOUTHWESTERN PUB SVCCO NOTE             6.00000% 10/01/2033 CALL MAKE WHOLE","6.000","10/01/2033","N/A","BAA2","A-","109.614","112.154","4.872","4.595","4.595","100(5)","13(5)",IE SFP D 
="918204AR9","N/A","V F CORP            NOTE CALL MAKE WHOLE6.00000% 10/15/2033","6.000","10/15/2033","N/A","BAA1","A-","105.566","108.472","5.332","5.002","5.002","150(5)","4(4)",IE SFP D 
="38143CEM9","N/A","GOLDMAN SACHS GROUP INC                 4.50000% 11/15/2033 FR","4.500","11/15/2033","--","A2","BBB+","95.437","98.944","5.031","4.620","4.620","100(1)","3(3)",IE CP SFP D SO 
="38143CEP2","N/A","GOLDMAN SACHS GROUP INC                 4.60000% 11/15/2033 FR","4.600","11/15/2033","--","A2","BBB+","97.164","99.253","4.928","4.685","4.685","100(1)","1(1)",IE CP SFP D SO 
="29366WAC0","N/A","ENTERGY MISSISSIPPI LLC BOND            2.55000% 12/01/2033 CALL MAKE WHOLE","2.550","12/01/2033","09/01/2033","A2","A","83.382","88.900","4.432","3.762","3.762","100(10)","100(10)",IE SFP 
="478160BJ2","N/A","JOHNSON &JOHNSON    NOTE CALL MAKE WHOLE4.37500% 12/05/2033","4.375","12/05/2033","06/05/2033","AAA","AAA","108.442","108.761","3.435","3.401","3.435","100(10)","500(5)",IE SFP D 
="013716AU9","N/A","ALCAN INC           NOTE CALL MAKE WHOLE 6.12500% 12/15/2033","6.125","12/15/2033","N/A","WR","A","119.001","121.431","4.024","3.786","3.786","250(5)","110(9)",IE SFP D 
="720186AE5","N/A","PIEDMONT NAT GAS CO INC NOTE            6.00000% 12/19/2033","6.000","12/19/2033","--","A3","BBB+","112.800","117.904","4.546","4.023","4.023","100(5)","100(5)",IE CP SFP D 
="842400ES8","N/A","SOUTHERN CALIF      EDISON CO BOND      6.00000% 01/15/2034 CALL MAKE WHOLE","6.000","01/15/2034","N/A","A3","A-","111.208","111.965","4.721","4.641","4.641","100(5)","225(15)",IE SFP D 
="61760LFF7","N/A","MORGAN STANLEY      MTN                 4.62500% 01/16/2034","4.625","01/16/2034","--","A1","A-","N/A","108.178","N/A","3.740","3.740","N/A(N/A)","29(10)",IE CP SFP 
="168863DV7","N/A","CHILE REP           NOTE CALL MAKE WHOLE3.50000% 01/31/2034","3.500","01/31/2034","10/31/2033","A1","A","91.580","95.350","4.442","4.009","4.009","200(200)","250(200)",IE SFP D 
="209111EF6","N/A","CONSOLIDATED EDISON CO N Y INC BOND     5.70000% 02/01/2034 CALL MAKE WHOLE","5.700","02/01/2034","N/A","BAA1","A-","110.080","110.832","4.563","4.483","4.483","1,000(100)","25(1)",IE SFP D 
="742718CB3","N/A","PROCTER &GAMBLE CO  NOTE CALL MAKE WHOLE5.50000% 02/01/2034","5.500","02/01/2034","N/A","AA3","AA-","115.590","117.237","3.812","3.650","3.650","2(1)","521(5)",IE SFP D 
="906548BY7","N/A","UNION ELEC CO       NOTE CALL MAKE WHOLE5.50000% 03/15/2034","5.500","03/15/2034","N/A","A2","A","103.857","109.564","5.056","4.437","4.437","100(5)","3(3)",IE SFP D 
="341081EQ6","N/A","FLORIDA PWR &LT CO  BOND CALL MAKE WHOLE5.62500% 04/01/2034","5.625","04/01/2034","N/A","AA2","A+","115.757","117.416","3.927","3.765","3.765","100(5)","100(5)",IE SFP D 
="377372AB3","N/A","GLAXOSMITHKLINE CAP INC NOTE             5.37500% 04/15/2034CALL MAKE WHOLE     ISIN #US377372AB33","5.375","04/15/2034","N/A","A2","A","113.316","113.809","3.942","3.893","3.893","250(5)","100(5)",IE SFP D 
="737679CY4","N/A","POTOMAC ELEC PWR CO NOTE CALL MAKE WHOLE5.75000% 04/15/2034","5.750","04/15/2034","N/A","A2","A","104.899","109.295","5.185","4.707","4.707","100(5)","9(9)",IE SFP D 
="04621WAA8","N/A","ASSURED GTY US HLDGSINC NOTE            7.00000% 06/01/2034 CALL MAKE WHOLE","7.000","06/01/2034","N/A","BAA1","A","113.165","117.377","5.472","5.031","5.031","100(5)","250(5)",IE SFP D 
="06050WFT7","N/A","BK OF AMERICA CORP  MTN                 4.15000% 06/15/2034","4.150","06/15/2034","--","A2","A-","91.827","97.982","5.075","4.369","4.369","25(1)","7(1)",IE CP SFP D SO 
="59156RAJ7","N/A","METLIFE INC         NOTE CALL MAKE WHOLE6.37500% 06/15/2034","6.375","06/15/2034","N/A","A3","A-","119.951","120.691","4.219","4.148","4.148","164(2)","200(10)",IE SFP D 
="61760LGD1","N/A","MORGAN STANLEY      MTN                 4.20000% 06/19/2034","4.200","06/19/2034","--","A1","A-","N/A","103.233","N/A","3.858","3.858","N/A(N/A)","3(3)",IE CP SFP 
="29267HAA7","N/A","ENDURANCE SPECIALTY HLDGS LTD NOTE      7.00000% 07/15/2034 CALL MAKE WHOLE","7.000","07/15/2034","N/A","A3","A-","112.392","123.402","5.566","4.453","4.453","200(10)","78(10)",IE SFP D 
